,index,Name1,Name2,Street1,Street2,City,State,Zip,Phone,Intake1,Intake2,Intake1a,Intake2a,Service_code_info,lat,long
50,50,Cherokee Etowah Dekalb CMHC,Dekalb County Office,301 14th Street NW,,Fort Payne,AL,35967,256-845-4571,,,,,SA MH SUMH * OP * CMHC * ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * CIT WI * PVTN * CLF CMHG MC MD MI PI SCJJ SEF SF SI SMHA SWFS VAF * SS * CO SED SMI * PEER * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY ICM TPC CM SPS,34.441420988161205,-85.70595615944585
51,51,DeKalb Regional Medical Center,,200 Medical Center Drive SW,,Fort Payne,AL,35968,256-845-3150 x2725,256-997-2725,256-845-3150 x2732,,,MH * HI * IPSY * CHLOR HALOP LOXAP ARIPI ASENA CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT GT IPT TELE * PVTP * CLF CMHG CSBG FG ITU MC MD MI OSF PI PCF SCJJ SEF SF SI SMHA SWFS VAF * SE ALZ * STU * HIVT STDT TBS MST HBT HCT LABT * HS * TCC * SMON * SNR * AH * VAPN * DEC FPSY PRS CM IPC SPS ES,34.46849424827587,-85.76447722758621
52,52,Frantz Therapeutic Residential Home,Frantz Home,1038 McDuffie Street,,Gadsden,AL,35901,256-543-2883,,,,,SA MH SUMH * RES * RTCA * ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE AIM * CIT * PVTN * CMHG MC MD MI PI SF SI SMHA VAF * CJ CO SMI * STU * TBS * HS * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT DEC FPSY PRS VRS CM SPS ES,34.017512545596595,-85.98453648451705
53,53,Riverview Regional Medical Center,Senior Heights,600 South 3rd Street,,Gadsden,AL,35901,256-543-5200,256-543-5721,256-543-5200 x5641,,,MH * HI * IPSY * CHLOR FLUPH HALOP PERPH PROCH ARIPI CLOZA OLANZ QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT GT IPT AIM * PEON * PVTP * MC MD MI PI SF VAF * SE GL VET MF ALZ PTSD * STU * HIVT STDT MST HBT HCT LABT * TCC * SMON * SNR * AH * VAPN * CDM DEC ICM CM IPC SPS,34.017512545596595,-85.98453648451705
54,54,SpectraCare Health Systems,Geneva County Clinic,1203 West Maple Avenue,,Geneva,AL,36340,800-951-4357,,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE * CIT PEON WI * PVTN * CLF CMHG MC MD MI PI SF SI SMHA * SS * TAY SE GL VET ADM MF CJ CO HV TRMA PTSD SED SMI * STU * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT COOT DEC FPSY ICM IMR PRS CM SPS ES,31.03046937419355,-85.88531549354838
55,55,West Alabama Mental Health Center,Hale County Office,401 1st Street,,Greensboro,AL,36744,334-624-4905,800-239-2901,334-289-2410,,,SA MH SUMH * OP * CMHC * FLUPH HALOP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CLOZA OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT GT IDD IPT TELE AIM * CIT * PVTN * CLF CMHG CSBG ITU MC MD MI OSF PI SCJJ SF SI SMHA SWFS VAF * PA SS * CO SMI * HS * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT FPSY ICM SEMP SH CM SPS,32.70266414132841,-87.59559191365314
56,56,South Central Alabama MHC,Butler County Mental Health Center,185 Industrial Parkway,,Greenville,AL,36037,334-382-2018,877-530-0002,,,,MH SUMH * OP PHDT * CMHC * FLUPH HALOP PERPH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT GT IPT TELE AIM * CIT PEON PEOFF WI * PVTN * MC MD MI PI SF SMHA SWFS VAF * PA SS * SE SMI * STU * TBS MST LABT * SMOP * YAD ADLT SNR * AH * VAPP * COOT FPSY PRS SH CM SPS,31.82434896564103,-86.62045046615386
57,57,South Central Alabama MHC,Green House Behavioral Group Home,674 Hardscramble Road,,Greenville,AL,36037,334-382-1645,,,,,MH SUMH * RES * RTCA * FLUPH HALOP PERPH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT GT IPT AIM * PVTN * MD * PA SS * SMI * STU * TBS MST LABT * SMOP * YAD ADLT SNR * AH * VAPP * COOT FPSY PRS SPS,31.82434896564103,-86.62045046615386
58,58,South Central Alabama MHC,Stepping Stones - Butler County,680 Hardscramble Road,,Greenville,AL,36037,334-382-2353,877-530-0002,,,,MH SUMH * OP PHDT * CMHC * FLUPH HALOP PERPH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT GT IPT TELE AIM * CIT PEON PEOFF WI * PVTN * MD MI PI SF SMHA SWFS * PA SS * SED SMI * STU * TBS MST LABT * SMOP * CHLD YAD ADLT SNR * AH * VAPP * COOT FPSY ICM PRS CM,31.82434896564103,-86.62045046615386
59,59,Marshall Medical Centers North,Behavioral Health Unit,8000 Alabama Highway 69,,Guntersville,AL,35976,256-571-8722,,256-571-8102,,,MH SUMH * HI * IPSY * CHLOR FLUPH HALOP LOXAP PERPH THIOT THIOR TRIFL ARIPI CLOZA OLANZ QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT CFT GT IDD IPT AIM * CIT PEON WI * PVTN * CLF MC MD MI OSF PI SCJJ SF SI SMHA VAF * SE CO SMI * STU * HS * TCC * SMON * YAD ADLT * AH SP * VAPN * COOT DEC FPSY IMR LAD PRS SH CM IPC SPS ES,34.34664070126382,-86.3182600507109
60,60,Mountain Lakes Behavioral Healthcare,,2409 Homer Clayton Drive,,Guntersville,AL,35976,256-582-3203,,800-209-0049,,,MH SUMH * OP PHDT * CMHC * HALOP CLOZA OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT * PVTN * CLF MC MD MI PI SF SMHA * PA SS * TAY SE SED SMI * HS PEER * SMPD * CHLD YAD ADLT SNR * AH * VAPP * ACT COOT FPSY ICM SH CM SPS ES,34.34664070126382,-86.3182600507109
61,61,Northwest Alabama Mental Health Ctr,,71 Carraway Drive,,Haleyville,AL,35565,205-486-4111,,800-489-3974,,,SA MH SUMH * OP * OMH * ANTPYCH * AT CBT GT IDD IPT TELE AIM * CIT PEOFF * PVTN * FQHC * MC MD PI SF * SS * CO SMI * STU * PEER * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT CM SPS ES,34.22962354944238,-87.60921294684015
62,62,Care Clinic,,600 Boulevard South SW,,Huntsville,AL,35802,844-782-6963,,,,,SA MH SUMH * OP * OMH * HALOP ARIPI OLANZ QUETI RISPE NRT ANTPYCH * IDD TELE * PVTP * PI SF * YAD ADLT SNR,34.66858719593148,-86.55594421306209
63,63,Huntsville Hospital,,101 Sivley SW Road,,Huntsville,AL,35801,256-265-8123,,,,,MH * HI * IPSY * CHLOR HALOP PROCH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT ANTPYCH * CBT ECT GT IPT * PEON WI * PVTN * CLF MC MD MI PI SF SI VAF * STU * HIVT STDT MST LABT * TCC * SMON * ADLT SNR * VAPN * CDM CM SPS ES,34.727907965980634,-86.57215327324455
64,64,Pinnacle Behavioral Health,Intensive Outpatient Program,4812 Commerical Drive NW,,Huntsville,AL,35816,256-518-9998,,,,,SA MH SUMH * OP PHDT * OMH * CBT CFT GT IDD IPT TELE * PVTP * PI SF * CO TRMA SED * STU * TCC * SMON * CHLD * VAPN * FPSY CM SPS,34.73902273721804,-86.62552071428571
65,65,Synergy Wellness,,7105B Bailey Creek Circle,,Huntsville,AL,35802,256-759-9167,,,,,SA MH * OP * OMH * NRT NSC * PVTP * MC PI SF * STU * MST LABT * TCC * SMON * CHLD YAD ADLT SNR * VAPN * CDM DEC IMR IPC SPS,34.66858719593148,-86.55594421306209
66,66,WellStone Inc,,4040 Memorial Parkway SW,,Huntsville,AL,35802,256-533-1970,256-705-6444,,,,SA MH SUMH * OP PHDT * CMHC * CHLOR FLUPH HALOP ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT ANTPYCH * CBT CFT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * LCCG * CLF CMHG FG MC MD MI PI SCJJ SF SI SMHA SWFS * SS * CJ CO PEFP SED SMI * STU * TBS * HS PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT AOT COOT FPSY ICM LAD PRS SH CM IPC SPS,34.66858719593148,-86.55594421306209
67,67,WellStone Inc,Nova Center for Youth and Family,1900 Golf Road SW,,Huntsville,AL,35802,256-489-2980,256-705-6444,,,,SA MH SUMH * OP PHDT * MSMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL CLOZA LURAS OLANZ OLANZF RISPE ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT WI * PVTN * CMHG MC MD MI PI SCJJ SF SI SMHA SWFS * SS * CJ CO PEFP * STU * SMPD * CHLD YAD * COOT FPSY ICM LAD PRS CM SPS ES,34.66858719593148,-86.55594421306209
68,68,Health Connect America,,1700 5th Avenue South,,Jasper,AL,35501,205-530-6007,,,,,SA MH SUMH * OP * OMH * CBT CFT GT IDD IPT TELE * CIT * PVTP * MD PI SF SWFS * SS * CO * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * FPSY TPC SPS,33.824506998241205,-87.26339410904524
69,69,West Alabama Mental Health Center,Sumter County,110 Hospital Drive,Suite 101,Livingston,AL,35470,205-652-6731,800-239-2901,334-289-2410,,,SA MH SUMH * OP * CMHC * FLUPH HALOP PERPH ARIPI ASENA BREXP CLOZA OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT GT IDD IPT TELE AIM * CIT * PVTN * CLF CMHG CSBG MC MD MI OSF PI SCJJ SF SI SMHA SWFS VAF * PA SS * CO SMI * HS PEER * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT FPSY ICM SEMP SH CM SPS,32.578956596875,-88.1661427546875
70,70,Beacon Behavioral Health,,150 Hospital Drive,,Luverne,AL,36049,334-335-5040,334-319-8724,,,,MH * HI * PSY * HALOP ARIPI ASENA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT DBT GT IDD IPT TELE AIM * CIT PEON WI * PVTP * ITU MD MI PI SF SWFS * GL MF DV TRMA PEFP PTSD SED * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * CHLD * AH * VAPN * CDM DEC FPSY ICM IMR PRS CM IPC SPS ES,31.72969601037736,-86.2715036735849
71,71,Crenshaw Community Hospital,Special Sevices Unit,101 Hospital Circle,,Luverne,AL,36049,334-335-1175,334-335-1194,,,,SA MH SUMH * HI * IPSY * CHLOR FLUPH HALOP PERPH THIOR ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CFT GT IDD IPT TELE AIM * PEON WI * PVTN * ITU MC MD MI PI SF SI SMHA VAF * SE GL VET ADM MF CJ CO HV TRMA TBI PED PTSD SMI * STU * MST LABT * TCC * SMPD * YAD ADLT * VPPD * CDM COOT FPSY IMR PRS CM IPC SPS ES,31.72969601037736,-86.2715036735849
72,72,South Central Alabama MHC,Crenshaw County Mental Health Center,587 Bentley Avenue,,Luverne,AL,36049,334-335-5201,877-530-0002,,,,MH SUMH * OP PHDT * CMHC * FLUPH HALOP PERPH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT GT IPT TELE AIM * CIT PEON PEOFF WI * PVTN * MC MD MI PI SF SMHA SWFS VAF * PA SS * SE SED SMI * STU * TBS MST LABT * SMOP * CHLD YAD ADLT SNR * AH * VAPP * COOT FPSY PRS SH CM SPS,31.72969601037736,-86.2715036735849
73,73,South Central Alabama MHC,Graceland/3 Bed Group Home,5590 Hank Williams Road,,McKenzie,AL,36456,334-222-2525 x70339,,,,,MH SUMH * RES * RTCA * FLUPH HALOP PERPH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT GT IPT AIM * PVTN * MD SF SMHA * PA SS * SMI * STU * TBS MST LABT * SMOP * YAD ADLT SNR * AH * VAPP * COOT FPSY PRS SPS,31.54219502692308,-86.72638443461538
74,74,AltaPointe Health Systems Inc,BayPointe Hospital,5800 Southland Drive,,Mobile,AL,36693,251-661-0153,251-450-2211,,,,SA MH SUMH * HI PHDT RES * PSY * CHLOR FLUPH HALOP LOXAP PERPH ARIPI CLOZA OLANZ OLANZF PALIP RISPE NRT ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * CIT WI * PVTN * CMHG MD PI SF * SED * STU * MST LABT * SMON * CHLD * AH * VAPN * COOT FPSY CM SPS,30.63154245316456,-88.15849492172995
75,75,CCBHC at Vets Recover,,1156 Springhill Avenue,,Mobile,AL,36604,251-405-3677,,,,,SA MH SUMH * OP * OMH * CBT CFT GT IDD IPT TELE * CIT WI * PVTN * CMHG CSBG MD MI PI SF VAF * PA SS * VET ADM MF CJ PTSD * MST * HS PEER * TCC * SMPD * CHLD YAD ADLT SNR * VPPD * ACT COOT FPSY SEMP SH CM IPC SPS ES,30.68380212079208,-88.06057489821782
76,76,Baptist Medical Center South,Crossbridge Behavioral Health,4385 Narrow Lane Road,,Montgomery,AL,36116,334-286-5360,334-286-2493,334-286-2492,,,SA MH SUMH * HI * IPSY * NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT AIM * PVTN * MC MD MI PI SF SI SMHA SWFS * TAY SE ALZ SMI * STU * MST LABT * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT FPSY CM SPS,32.31732344134276,-86.21588914991166
77,77,Central Alabama VA Healthcare System,West Campus,215 Perry Hill Road,,Montgomery,AL,36109,334-272-4670 x35540,,334-272-4670 x35539,,,SA MH SUMH * OP * VAHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IPT TELE * CIT PEON WI * FED VAMC * FQHC * MI PI SF VAF * SE GL VET CJ CO HV DV TRMA TBI PTSD SMI * STU * HIVT STDT TBS MST LABT * HS PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * ACT CDM DEC FPSY IMR LAD PRS SEMP VRS CM IPC SPS ES,32.3852974075,-86.24176480068182
78,78,Lawrence County,Adult CM,295 Hospital Street,,Moulton,AL,35650,256-974-6697,256-355-5904,,,,MH * OP * CMHC * PVTN * CLF CMHG CSBG MC MD OSF PI SF SI SMHA * TAY SE CO SMI * SMPD * YAD ADLT SNR * AH * VPPD * COOT FPSY ICM CM,34.495133526837066,-87.27853698019169
79,79,Lawrence County,Adult Outpatient,295 Hospital Street,,Moulton,AL,35650,256-974-6697,256-355-5904,,,,MH * OP PHDT * CMHC * FLUPH HALOP LOXAP PERPH ARIPI ASENA BREXP CLOZA ILOPE LURAS OLANZ QUETI RISPE ZIPRA ANTPYCH * CBT CFT GT IPT * PVTN * CLF CMHG CSBG MC MD OSF PI SF SI SMHA * TAY SE CJ CO SMI * SMPD * YAD ADLT SNR * AH * VPPD * COOT FPSY CM,34.495133526837066,-87.27853698019169
80,80,Lawrence County,Child and Adol CM/Hourly Services,295 Hospital Street,,Moulton,AL,35650,256-974-6697,256-355-5904,,,,MH * OP * CMHC * PVTN * CLF CMHG CSBG MC MD OSF PI SF SI SMHA SWFS * CO SED * SMPD * CHLD * AH * VPPD * COOT FPSY ICM CM,34.495133526837066,-87.27853698019169
81,81,MHCNCA Inc,Moulton Lawrence Counseling Center,295 Hospital Street,,Moulton,AL,35650,256-974-6697,256-355-5904,,,,MH SUMH * OP PHDT * CMHC * FLUPH HALOP LOXAP PERPH ARIPI ASENA CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT GT IPT TELE AIM * PVTN * CLF CMHG CSBG MC MD OSF PI SF SI SMHA * TAY SE CJ CO SED SMI * STU * PEER * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY CM,34.495133526837066,-87.27853698019169
82,82,Northport Medical Center,North Harbor Psych Pavillion,2700 Hospital Drive,,Northport,AL,35476,205-330-3101,205-330-3838,,,,MH * HI * IPSY * CHLOR FLUPH HALOP ARIPI ASENA BREXP CLOZA ILOPE LURAS PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT EMDR GT IPT TELE AIM * PEON WI * PVTN * MC MD MI PI SF SI SMHA VAF * SE ALZ * STU * HIVT STDT MST LABT * TCC * SMON * YAD ADLT SNR * AH * VAPN * COOT DEC CM IPC ES,33.229546705069126,-87.58321247004608
83,83,Eastside CMHC,Blount County CMHC,1002 2nd Avenue East,,Oneonta,AL,35121,205-628-3882,205-625-3882,,,,MH * OP * CMHC * HALOP ARIPI OLANZ QUETI RISPE ANTPYCH * CFT GT IPT TELE * PVTN * CLF CMHG MC MD OSF PI SF SI SMHA * SS * TAY SE CO SED SMI * STU * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY IMR,33.940363124612404,-86.45508414806201
84,84,East Alabama Medical Center,Department of Psychiatric Medicine,2000 Pepperell Parkway,,Opelika,AL,36801,334-528-1010 x4198,334-528-4820,,,,MH SUMH * HI * IPSY * NRT ANTPYCH * AT CBT CFT GT IPT * CIT WI * PVTN * CMHG MC MD MI OSF PI SEF SF SI SMHA VAF * SED SMI * STU * MST LABT * TCC * SMON * CHLD YAD ADLT * AH * VAPN * COOT DEC FPSY SPS ES,32.649625933658534,-85.39167296813008
85,85,East Alabama Mental Health Center,Family and Childrens Services Center,2300 Center Hill Drive,Building 2,Opelika,AL,36801,334-742-2112,334-742-2877,,,,SA MH SUMH * OP * CMHC * ARIPI OLANZ QUETI RISPE ANTPYCH * CBT CFT GT IDD IPT TELE * CIT PEON * PVTN * CLF CMHG CSBG MD OSF PI SEF SF SMHA * GL MF CO TRMA PEFP PTSD SED * STU * PEER * SMPD * CHLD YAD * AH SP * VPPD * FPSY ICM CM SPS ES,32.649625933658534,-85.39167296813008
86,86,Mizell Memorial Hospital,,702 North Main Street,Senior Care Behavioral Unit,Opp,AL,36467,334-493-9134 x2111,334-493-9134,,,,MH SUMH * HI * IPSY * CHLOR FLUPH HALOP PROCH ARIPI OLANZ PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT DBT GT IPT TELE AIM * PEON * PVTN * MC MD MI PI SF SI VAF * SE VET CO TBI ALZ PED PEFP PTSD * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * ADLT SNR * AH * VAPN * CDM COOT DEC IMR PRS VRS CM SPS ES,31.279912605612243,-86.25780659387756
87,87,Sequel TSI Owens Cross Roads,,318 Hamer Road,,Owens Cross Roads,AL,35763,256-725-7170,,,,,MH SUMH * RES * RTCC * CBT DBT GT IPT * PVTP * MD * GL CO TRMA PTSD * SMON * CHLD YAD * VAPN * ES,34.64104455145228,-86.46901669751037
88,88,Dale Medical Center,New Day Psychiatric Unit,126 Hospital Avenue,,Ozark,AL,36360,334-774-7352,,334-774-2601 x1090,,,MH SUMH * HI * IPSY * CHLOR FLUPH HALOP PERPH ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT CFT ECT GT IDD IPT AIM * PEON * PVTP * MC MD MI PI SF SMHA VAF * SE GL VET ADM MF CJ CO HV DV TRMA ALZ PED PEFP PTSD SMI * STU * MST LABT * TCC * SMON * YAD ADLT SNR * AH * VAPN * COOT,31.43478663697917,-85.645861940625
89,89,SpectraCare Health Systems,Dale County/Clinic and Day Treatment,134 Katherine Avenue,,Ozark,AL,36360,800-951-4357,,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IDD IPT TELE * PEON * PVTN * CLF CMHG MC MD MI OSF PI SF SMHA VAF * SS * TAY SE CO SED SMI * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT COOT DEC FPSY PRS SH VRS CM SPS,31.43478663697917,-85.645861940625
90,90,Central Alabama Wellness,,2100 County Services Drive,,Pelham,AL,35124,205-651-0077,,,,,SA MH SUMH * OP * CMHC * ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * CIT WI * PVTN * CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * SS * SED SMI * STU * PEER * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY IMR SEMP CM,33.31783619141631,-86.7932902944206
91,91,Eastside CMHC,Saint Clair County CMHC,625 15th Street North,,Pell City,AL,35125,205-338-7525,,,,,MH * OP * CMHC * HALOP ARIPI OLANZ QUETI RISPE ANTPYCH * CFT GT IPT TELE * PVTN * CLF CMHG MC MD OSF PI SF SI SMHA * SS * TAY SE CO SED SMI * STU * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY IMR,33.5964092914557,-86.29811392120253
92,92,Birmingham VAMC,Gadsden Clinic,206 Rescia Avenue,,Rainbow City,AL,35906,256-413-7154,,,,,SA MH SUMH * OP * VAHC * FLUPH HALOP PERPH THIOT ARIPI CARIP LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT GT IPT TELE * CIT PEOFF WI * FED VAMC * MC MI PI VAF * VET * STU * HIVT STDT TBS MST HBT HCT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * DEC FPSY ICM IPC SPS,33.941888586507936,-86.06227323690476
93,93,SpectraCare Health Systems,Geneva County Day Treatment,10386 West State Highway 52,,Samson,AL,36477,800-951-4357,,,,,MH SUMH * PHDT * CMHC * CHLOR FLUPH HALOP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT GT IDD IPT TELE * PEON * PVTN * CLF CMHG MC MD MI OSF PI SF SMHA * SS * SE CO SMI * STU * SMPD * YAD ADLT SNR * AH * VPPD * CDM COOT FPSY IMR PRS CM SPS,31.109876385714287,-86.05190520816326
94,94,Mountain Lakes Behavioral Healthcare,Jackson County Office,508 Gregory Street,,Scottsboro,AL,35768,256-259-1774,,,,,SA MH SUMH * OP * CMHC * CHLOR HALOP ARIPI CLOZA OLANZ OLANZF QUETI RISPE NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT * PVTN * MC MD PI SF SMHA * PA SS * TAY SE GL VET CJ CO HV DV TRMA TBI PED PEFP PTSD SED SMI * STU * TBS * PEER * SMPD * CHLD YAD ADLT SNR * AH * VPPD * ACT COOT FPSY PRS SH CM SPS ES,34.68721847418182,-86.04855448763637
95,95,Coosa Valley Senior Behav Hlth,,315 West Hickory Street,,Sylacauga,AL,35150,256-401-4000,256-401-4670,,,,MH SUMH * HI * IPSY * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT GT IPT * PEON WI * PVTN * MC MD MI PI SF VAF * PA * SE VET ALZ PEFP * PEER * SMPD * SNR * AH * VAPN * COOT FPSY CM,33.17957580922432,-86.25941490440252
96,96,Community Hospital,,805 Friendship Road,,Tallassee,AL,36078,334-283-6541 x3870,334-283-3859,334-283-3870,,,MH SUMH * HI * IPSY * CHLOR HALOP ARIPI OLANZ QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT GT IPT AIM * PVTN * MC MD MI OSF PI SEF SF SI * SE VET ALZ PED PTSD * STU * MST * TCC * SMON * ADLT SNR * VAPN * CM ES,32.554603664809385,-85.91757230879766
97,97,Bryce Hospital,,1651 Ruby Tyler Parkway,,Tuscaloosa,AL,35404,205-507-8000,,,,,SA MH SUMH * HI RES * PSY * CHLOR FLUPH HALOP LOXAP PERPH PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NSC ANTPYCH * AT GT IPT * STG * MC OSF SEF SI SMHA * SE CJ SMI * STU * MST LABT * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * DEC LAD SH VRS IPC SPS ES,33.21086125070994,-87.4939698922921
98,98,Family Counseling Service of ,West Alabama Inc,2020 Paul W Bryant Drive,,Tuscaloosa,AL,35401,205-752-2504,,,,,MH * OP * OMH * CBT CFT IPT TELE * PVTN * PI SF * SS * CJ * SMON * CHLD YAD ADLT SNR * VAPN * COOT,33.19597000254065,-87.56649013556911
99,99,SpectraCare Health Systems,Webb Group Home,6150 Old Webb Road,,Webb,AL,36376,334-712-9191,334-794-0731,,,,MH * RES * RTCA * CHLOR FLUPH HALOP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ANTPYCH * CBT GT IPT TELE * PEON * PVTN * CSBG MC MD PI SF * SE VET CO SMI * SMPD * YAD ADLT SNR * AH * VPPD * IMR,31.249848861904763,-85.26938973333334
100,100,Northwest Medical Center,,1530 U.S. Highway 43,,Winfield,AL,35594,205-487-7916,205-487-7916 x7916,205-487-7853 x7853,,,MH SUMH * HI OP * IPSY * FLUPH HALOP ARIPI CLOZA OLANZ QUETI RISPE ZIPRA NSC ANTPYCH * GT IPT TELE AIM * PEON WI * LCCG * MC MD PI SF * SE CO TRMA ALZ PEFP PTSD * STU * HIVT STDT TBS HBT HCT LABT * SMON * ADLT SNR * VAPN * DEC FPSY CM SPS ES,33.92703251965066,-87.79560396331878
101,179,Desert Senita Community Health Center,,410 North Malacate Street,,Ajo,AZ,85321,520-387-5651,520-387-5651 x5000,,,,SA MH SUMH * OP * OMH * NRT NSC ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE * PEON * PVTN * FQHC * ITU MC MD MI OSF PI SF SI SWFS * SS * TAY SE GL CJ CO TRMA PTSD SED SMI * STU * HIVT STDT TBS MST LABT * TCC * SMON * CHLD YAD ADLT SNR * AH SP * VAPN * CDM COOT DEC FPSY IMR CM IPC SPS,32.35489428823529,-112.85486542941177
102,180,Arizonas Children Association,,2066 West Apache Trail Road,Suite 101,Apache Junction,AZ,85120,480-503-8530 x1223,800-944-7611 x2293,,,,MH * OP * OMH * CBT CFT DBT GT IPT TELE AIM * PVTN * CMHG MD SF SWFS * SS * TAY TRMA SED * MST * SMPD * CHLD YAD * AH SP * VPPD * FPSY ICM CM SPS,33.4099391349067,-111.57004994272228
