index,Measure,12+,12-17,18-25,26+,18+,states
1500,Alcohol Use Disorder1,"1,913",47.0,274.0,"1,591","1,866",NewYork
1501,"Substance Use Disorder1,2","2,874",159.0,453.0,"2,262","2,715",NewYork
1502,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7","1,124",99.0,274.0,751,"1,025",NewYork
1503,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,"1,839",59.0,273.0,"1,507","1,780",NewYork
1504,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7","2,708",123.0,457.0,"2,128","2,585",NewYork
1506,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2",983,48,195,740,935,NorthCarolina
1507,Marijuana Use in the Past Year,"1,219",65,293,861,"1,154",NorthCarolina
1508,Marijuana Use in the Past Month,857,31,187,639,826,NorthCarolina
1509,Perceptions of Great Risk from Smoking Marijuana Once a Month,"1,915",207,109,"1,598","1,707",NorthCarolina
1511,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",103,31,48,23,71,NorthCarolina
1512,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",259,17,35,206,241,NorthCarolina
1513,Cocaine Use in the Past Year,129,1,29,99,128,NorthCarolina
1514,Perceptions of Great Risk from Using Cocaine Once a Month,"5,996",414,633,"4,949","5,582",NorthCarolina
1515,Heroin Use in the Past Year5,0,0,3,39,42,NorthCarolina
1516,Perceptions of Great Risk from Trying Heroin Once or Twice,"7,291",479,829,"5,983","6,812",NorthCarolina
1517,Methamphetamine Use in the Past Year,73,1,4,68,72,NorthCarolina
1518,Prescription Pain Reliever Misuse in the Past Year2,289,23,29,237,265,NorthCarolina
1519,"Opioid Misuse in the Past Year2,6",334,23,32,279,311,NorthCarolina
1521,ALCOHOL Alcohol Use in the Past Month,"3,912",47,511,"3,354","3,865",NorthCarolina
1522,Binge Alcohol Use in the Past Month7,"1,673",23,273,"1,376","1,650",NorthCarolina
1524,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,"4,005",356,414,"3,235","3,648",NorthCarolina
1525,Alcohol Use in the Past Month8 (People Aged 12 to 20),126,0,0,0,0,NorthCarolina
1526,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",66,0,0,0,0,NorthCarolina
1528,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,"1,985",20,179,"1,786","1,965",NorthCarolina
1529,Cigarette Use in the Past Month,"1,559",7,109,"1,443","1,552",NorthCarolina
1530,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,"5,871",533,679,"4,659","5,338",NorthCarolina
1532,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,350,"1,465","1,815",NorthCarolina
1533,"Serious Mental Illness4,10",0,0,128,295,423,NorthCarolina
1534,Received Mental Health Services11,0,0,208,"1,258","1,466",NorthCarolina
1535,"Major Depressive Episode4,12",0,146,194,477,671,NorthCarolina
1536,Had Serious Thoughts of Suicide,0,0,130,216,346,NorthCarolina
1537,Made Any Suicide Plans,0,0,41,60,101,NorthCarolina
1538,Attempted Suicide,0,0,25,33,58,NorthCarolina
1540,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2",697,46.0,143.0,508,651,NorthCarolina
1541,"Pain Reliever Use Disorder1,3",173,8.0,13.0,152,165,NorthCarolina
1542,"Opioid Use Disorder1,3,4",220,8.0,15.0,197,212,NorthCarolina
1543,Alcohol Use Disorder1,891,27.0,167.0,696,863,NorthCarolina
1544,"Substance Use Disorder1,2","1,382",63.0,258.0,"1,061","1,318",NorthCarolina
1545,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7",481,37.0,126.0,318,444,NorthCarolina
1546,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,901,25.0,159.0,716,875,NorthCarolina
1547,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7","1,144",49.0,235.0,861,"1,096",NorthCarolina
1549,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2",69,4,16,49,65,NorthDakota
1550,Marijuana Use in the Past Year,105,6,25,74,98,NorthDakota
1551,Marijuana Use in the Past Month,63,3,15,45,60,NorthDakota
1552,Perceptions of Great Risk from Smoking Marijuana Once a Month,108,11,7,90,97,NorthDakota
1554,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",8,2,4,2,6,NorthDakota
1555,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",17,1,3,13,16,NorthDakota
1556,Cocaine Use in the Past Year,12,0,3,8,11,NorthDakota
1557,Perceptions of Great Risk from Using Cocaine Once a Month,405,29,49,328,377,NorthDakota
1558,Heroin Use in the Past Year5,0,0,0,2,3,NorthDakota
1559,Perceptions of Great Risk from Trying Heroin Once or Twice,509,34,68,407,475,NorthDakota
1560,Methamphetamine Use in the Past Year,7,0,0,7,7,NorthDakota
1561,Prescription Pain Reliever Misuse in the Past Year2,21,1,3,17,20,NorthDakota
1562,"Opioid Misuse in the Past Year2,6",20,1,3,16,19,NorthDakota
1564,ALCOHOL Alcohol Use in the Past Month,356,4,59,293,351,NorthDakota
1565,Binge Alcohol Use in the Past Month7,165,2,37,126,163,NorthDakota
1567,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,241,24,26,191,217,NorthDakota
1568,Alcohol Use in the Past Month8 (People Aged 12 to 20),17,0,0,0,0,NorthDakota
1569,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",11,0,0,0,0,NorthDakota
1571,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,156,2,25,128,154,NorthDakota
1572,Cigarette Use in the Past Month,110,1,17,93,109,NorthDakota
1573,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,394,39,52,304,355,NorthDakota
1575,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,33,115,148,NorthDakota
1576,"Serious Mental Illness4,10",0,0,13,28,41,NorthDakota
1577,Received Mental Health Services11,0,0,20,93,114,NorthDakota
1578,"Major Depressive Episode4,12",0,13,19,38,58,NorthDakota
1579,Had Serious Thoughts of Suicide,0,0,12,25,37,NorthDakota
1580,Made Any Suicide Plans,0,0,3,4,8,NorthDakota
1581,Attempted Suicide,0,0,1,2,3,NorthDakota
1583,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2",55.0,3.0,14.0,38.0,51.0,NorthDakota
1584,"Pain Reliever Use Disorder1,3",10.0,1.0,1.0,8.0,9.0,NorthDakota
1585,"Opioid Use Disorder1,3,4",10.0,1.0,1.0,9.0,10.0,NorthDakota
1586,Alcohol Use Disorder1,95.0,4.0,18.0,74.0,92.0,NorthDakota
1587,"Substance Use Disorder1,2",129.0,5.0,29.0,95.0,124.0,NorthDakota
1588,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7",40.0,3.0,13.0,24.0,37.0,NorthDakota
1589,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,85.0,3.0,18.0,65.0,83.0,NorthDakota
1590,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7",113.0,4.0,26.0,82.0,109.0,NorthDakota
1592,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2","7,810",329,"1,508","5,973","7,481",Northeast
1593,Marijuana Use in the Past Year,"9,895",443,"2,012","7,439","9,451",Northeast
1594,Marijuana Use in the Past Month,"7,041",253,"1,391","5,397","6,788",Northeast
1595,Perceptions of Great Risk from Smoking Marijuana Once a Month,"9,815",936,612,"8,266","8,879",Northeast
1597,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",602,158,273,172,445,Northeast
1598,"Illicit Drug Use Other Than Marijuana in the Past Month1,2","1,800",72,272,"1,456","1,728",Northeast
1599,Cocaine Use in the Past Year,995,2,232,761,993,Northeast
1600,Perceptions of Great Risk from Using Cocaine Once a Month,"31,222","2,027","3,211","25,984","29,195",Northeast
1601,Heroin Use in the Past Year5,0,0,12,241,253,Northeast
1602,Perceptions of Great Risk from Trying Heroin Once or Twice,"40,170","2,433","4,497","33,240","37,737",Northeast
1603,Methamphetamine Use in the Past Year,312,4,30,278,308,Northeast
1604,Prescription Pain Reliever Misuse in the Past Year2,"1,577",88,165,"1,324","1,490",Northeast
1605,"Opioid Misuse in the Past Year2,6","1,646",88,169,"1,389","1,558",Northeast
1607,ALCOHOL Alcohol Use in the Past Month,"24,683",303,"3,150","21,230","24,380",Northeast
1608,Binge Alcohol Use in the Past Month7,"10,712",169,"1,767","8,776","10,542",Northeast
1610,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,"20,454","1,722","2,105","16,627","18,732",Northeast
1611,Alcohol Use in the Past Month8 (People Aged 12 to 20),"1,136",0,0,0,0,Northeast
1612,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",614,0,0,0,0,Northeast
1614,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,"8,315",124,864,"7,327","8,191",Northeast
1615,Cigarette Use in the Past Month,"7,148",59,611,"6,478","7,089",Northeast
1616,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,"35,405","2,759","3,859","28,787","32,646",Northeast
1618,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,"1,902","7,534","9,436",Northeast
1619,"Serious Mental Illness4,10",0,0,590,"1,480","2,070",Northeast
1620,Received Mental Health Services11,0,0,"1,193","6,356","7,549",Northeast
1621,"Major Depressive Episode4,12",0,826,989,"2,372","3,361",Northeast
1622,Had Serious Thoughts of Suicide,0,0,685,"1,158","1,843",Northeast
1623,Made Any Suicide Plans,0,0,278,270,548,Northeast
1624,Attempted Suicide,0,0,129,92,221,Northeast
1626,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2","3,937",294.0,935,"2,708","3,643",Northeast
1627,"Pain Reliever Use Disorder1,3",816,37.0,68,710,779,Northeast
1628,"Opioid Use Disorder1,3,4",870,37.0,71,763,833,Northeast
1629,Alcohol Use Disorder1,"5,288",138.0,856,"4,294","5,150",Northeast
1630,"Substance Use Disorder1,2","8,090",386.0,"1,439","6,264","7,703",Northeast
1631,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7","3,130",248.0,858,"2,024","2,882",Northeast
1632,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,"5,131",141.0,849,"4,142","4,990",Northeast
1633,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7","7,486",313.0,"1,397","5,776","7,173",Northeast
1635,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2","1,501",73,283,"1,145","1,428",Ohio
1636,Marijuana Use in the Past Year,"1,947",98,428,"1,421","1,849",Ohio
1637,Marijuana Use in the Past Month,"1,370",69,277,"1,024","1,301",Ohio
1638,Perceptions of Great Risk from Smoking Marijuana Once a Month,"1,888",192,107,"1,589","1,696",Ohio
1640,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",115,34,53,28,81,Ohio
1641,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",332,17,59,256,315,Ohio
1642,Cocaine Use in the Past Year,198,1,41,156,197,Ohio
1643,Perceptions of Great Risk from Using Cocaine Once a Month,"6,808",438,707,"5,662","6,369",Ohio
1644,Heroin Use in the Past Year5,0,0,3,26,29,Ohio
1645,Perceptions of Great Risk from Trying Heroin Once or Twice,"8,396",543,953,"6,900","7,853",Ohio
1646,Methamphetamine Use in the Past Year,89,1,5,83,89,Ohio
1647,Prescription Pain Reliever Misuse in the Past Year2,355,17,33,305,338,Ohio
1648,"Opioid Misuse in the Past Year2,6",369,17,36,316,352,Ohio
1650,ALCOHOL Alcohol Use in the Past Month,"5,049",71,629,"4,349","4,978",Ohio
1651,Binge Alcohol Use in the Past Month7,"2,415",39,360,"2,017","2,377",Ohio
1653,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,"3,990",371,394,"3,225","3,619",Ohio
1654,Alcohol Use in the Past Month8 (People Aged 12 to 20),250,0,0,0,0,Ohio
1655,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",133,0,0,0,0,Ohio
1657,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,"2,551",33,229,"2,289","2,519",Ohio
1658,Cigarette Use in the Past Month,"1,961",12,175,"1,774","1,949",Ohio
1659,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,"6,492",551,726,"5,216","5,941",Ohio
1661,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,406,"1,785","2,191",Ohio
1662,"Serious Mental Illness4,10",0,0,135,395,530,Ohio
1663,Received Mental Health Services11,0,0,279,"1,608","1,887",Ohio
1664,"Major Depressive Episode4,12",0,200,229,580,809,Ohio
1665,Had Serious Thoughts of Suicide,0,0,164,291,455,Ohio
1666,Made Any Suicide Plans,0,0,64,43,106,Ohio
1667,Attempted Suicide,0,0,30,25,55,Ohio
1669,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2",950,72.0,207.0,671,878,Ohio
1670,"Pain Reliever Use Disorder1,3",217,9.0,12.0,196,208,Ohio
1671,"Opioid Use Disorder1,3,4",232,9.0,13.0,211,223,Ohio
1672,Alcohol Use Disorder1,"1,005",29.0,174.0,803,977,Ohio
1673,"Substance Use Disorder1,2","1,677",85.0,308.0,"1,285","1,592",Ohio
1674,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7",708,62.0,194.0,452,646,Ohio
1675,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,988,30.0,173.0,785,958,Ohio
1676,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7","1,461",69.0,287.0,"1,105","1,392",Ohio
1678,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2",568,30,112,426,538,Oklahoma
1679,Marijuana Use in the Past Year,794,42,176,576,752,Oklahoma
1680,Marijuana Use in the Past Month,546,33,120,393,513,Oklahoma
1681,Perceptions of Great Risk from Smoking Marijuana Once a Month,614,60,30,524,554,Oklahoma
1683,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",39,10,18,11,29,Oklahoma
1684,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",102,6,15,80,96,Oklahoma
1685,Cocaine Use in the Past Year,51,1,12,37,49,Oklahoma
1686,Perceptions of Great Risk from Using Cocaine Once a Month,"2,224",175,259,"1,790","2,049",Oklahoma
1687,Heroin Use in the Past Year5,0,0,0,13,14,Oklahoma
1688,Perceptions of Great Risk from Trying Heroin Once or Twice,"2,662",204,315,"2,143","2,458",Oklahoma
1689,Methamphetamine Use in the Past Year,43,1,2,40,43,Oklahoma
1690,Prescription Pain Reliever Misuse in the Past Year2,104,7,16,81,97,Oklahoma
1691,"Opioid Misuse in the Past Year2,6",114,7,15,92,107,Oklahoma
1693,ALCOHOL Alcohol Use in the Past Month,"1,382",27,213,"1,142","1,355",Oklahoma
1694,Binge Alcohol Use in the Past Month7,682,14,111,558,669,Oklahoma
1696,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,"1,440",142,162,"1,136","1,298",Oklahoma
1697,Alcohol Use in the Past Month8 (People Aged 12 to 20),66,0,0,0,0,Oklahoma
1698,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",35,0,0,0,0,Oklahoma
1700,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,859,11,96,752,848,Oklahoma
1701,Cigarette Use in the Past Month,626,7,57,561,618,Oklahoma
1702,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,"2,073",217,241,"1,615","1,856",Oklahoma
1704,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,152,672,824,Oklahoma
1705,"Serious Mental Illness4,10",0,0,54,138,192,Oklahoma
1706,Received Mental Health Services11,0,0,86,481,567,Oklahoma
1707,"Major Depressive Episode4,12",0,66,82,197,279,Oklahoma
1708,Had Serious Thoughts of Suicide,0,0,57,96,153,Oklahoma
1709,Made Any Suicide Plans,0,0,21,23,44,Oklahoma
1710,Attempted Suicide,0,0,11,19,30,Oklahoma
1712,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2",391.0,31.0,73.0,287.0,360.0,Oklahoma
1713,"Pain Reliever Use Disorder1,3",88.0,4.0,5.0,79.0,84.0,Oklahoma
1714,"Opioid Use Disorder1,3,4",98.0,4.0,6.0,89.0,95.0,Oklahoma
1715,Alcohol Use Disorder1,360.0,13.0,58.0,289.0,347.0,Oklahoma
1716,"Substance Use Disorder1,2",618.0,37.0,116.0,465.0,581.0,Oklahoma
1717,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7",306.0,26.0,69.0,210.0,280.0,Oklahoma
1718,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,354.0,17.0,57.0,280.0,337.0,Oklahoma
1719,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7",527.0,34.0,106.0,388.0,494.0,Oklahoma
1721,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2",765,32,155,579,734,Oregon
1722,Marijuana Use in the Past Year,"1,052",52,211,788,"1,000",Oregon
1723,Marijuana Use in the Past Month,678,30,136,512,648,Oregon
1724,Perceptions of Great Risk from Smoking Marijuana Once a Month,524,42,32,450,482,Oregon
1726,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",52,14,21,17,38,Oregon
1727,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",131,5,25,101,126,Oregon
1728,Cocaine Use in the Past Year,75,1,22,51,74,Oregon
1729,Perceptions of Great Risk from Using Cocaine Once a Month,"2,015",153,197,"1,665","1,861",Oregon
1730,Heroin Use in the Past Year5,0,0,0,10,10,Oregon
1731,Perceptions of Great Risk from Trying Heroin Once or Twice,"2,794",173,300,"2,321","2,621",Oregon
1732,Methamphetamine Use in the Past Year,28,0,2,26,27,Oregon
1733,Prescription Pain Reliever Misuse in the Past Year2,110,5,15,90,105,Oregon
1734,"Opioid Misuse in the Past Year2,6",113,5,17,90,107,Oregon
1736,ALCOHOL Alcohol Use in the Past Month,"2,006",31,233,"1,742","1,975",Oregon
1737,Binge Alcohol Use in the Past Month7,817,17,139,660,800,Oregon
1739,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,"1,550",118,134,"1,298","1,432",Oregon
1740,Alcohol Use in the Past Month8 (People Aged 12 to 20),91,0,0,0,0,Oregon
1741,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",48,0,0,0,0,Oregon
1743,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,703,10,89,603,693,Oregon
1744,Cigarette Use in the Past Month,593,11,55,527,582,Oregon
1745,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,"2,526",180,232,"2,115","2,346",Oregon
1747,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,161,754,915,Oregon
1748,"Serious Mental Illness4,10",0,0,47,169,217,Oregon
1749,Received Mental Health Services11,0,0,98,707,805,Oregon
1750,"Major Depressive Episode4,12",0,77,89,248,337,Oregon
1751,Had Serious Thoughts of Suicide,0,0,54,139,193,Oregon
1752,Made Any Suicide Plans,0,0,16,28,44,Oregon
1753,Attempted Suicide,0,0,9,11,20,Oregon
1755,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2",360.0,28.0,91.0,240.0,332.0,Oregon
1756,"Pain Reliever Use Disorder1,3",67.0,3.0,4.0,59.0,64.0,Oregon
1757,"Opioid Use Disorder1,3,4",70.0,3.0,4.0,62.0,67.0,Oregon
1758,Alcohol Use Disorder1,458.0,14.0,69.0,375.0,444.0,Oregon
1759,"Substance Use Disorder1,2",711.0,39.0,124.0,548.0,673.0,Oregon
1760,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7",300.0,23.0,86.0,191.0,277.0,Oregon
1761,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,425.0,16.0,69.0,341.0,409.0,Oregon
1762,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7",631.0,35.0,117.0,479.0,596.0,Oregon
1764,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2","1,613",63,305,"1,246","1,551",Pennsylvania
1765,Marijuana Use in the Past Year,"1,934",89,401,"1,445","1,845",Pennsylvania
1766,Marijuana Use in the Past Month,"1,395",54,273,"1,067","1,341",Pennsylvania
1767,Perceptions of Great Risk from Smoking Marijuana Once a Month,"2,388",232,163,"1,994","2,156",Pennsylvania
1769,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",138,40,63,34,98,Pennsylvania
1770,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",425,17,62,346,408,Pennsylvania
1771,Cocaine Use in the Past Year,212,1,47,164,211,Pennsylvania
1772,Perceptions of Great Risk from Using Cocaine Once a Month,"7,075",466,731,"5,879","6,610",Pennsylvania
1773,Heroin Use in the Past Year5,0,0,5,43,48,Pennsylvania
1774,Perceptions of Great Risk from Trying Heroin Once or Twice,"9,059",556,"1,013","7,490","8,503",Pennsylvania
1775,Methamphetamine Use in the Past Year,77,0,6,71,77,Pennsylvania
1776,Prescription Pain Reliever Misuse in the Past Year2,344,21,42,282,323,Pennsylvania
1777,"Opioid Misuse in the Past Year2,6",360,20,40,300,340,Pennsylvania
1779,ALCOHOL Alcohol Use in the Past Month,"5,615",73,717,"4,824","5,542",Pennsylvania
1780,Binge Alcohol Use in the Past Month7,"2,345",35,392,"1,918","2,310",Pennsylvania
1782,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,"4,239",384,437,"3,417","3,855",Pennsylvania
1783,Alcohol Use in the Past Month8 (People Aged 12 to 20),245,0,0,0,0,Pennsylvania
1784,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",132,0,0,0,0,Pennsylvania
1786,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,"2,247",31,236,"1,979","2,216",Pennsylvania
1787,Cigarette Use in the Past Month,"1,812",13,141,"1,658","1,799",Pennsylvania
1788,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,"7,685",620,825,"6,240","7,065",Pennsylvania
1790,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,480,"1,764","2,243",Pennsylvania
1791,"Serious Mental Illness4,10",0,0,149,384,533,Pennsylvania
1792,Received Mental Health Services11,0,0,295,"1,565","1,860",Pennsylvania
1793,"Major Depressive Episode4,12",0,188,264,630,894,Pennsylvania
1794,Had Serious Thoughts of Suicide,0,0,174,272,445,Pennsylvania
1795,Made Any Suicide Plans,0,0,74,57,131,Pennsylvania
1796,Attempted Suicide,0,0,29,22,50,Pennsylvania
1798,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2",928,57.0,187.0,685,872,Pennsylvania
1799,"Pain Reliever Use Disorder1,3",241,9.0,14.0,218,232,Pennsylvania
1800,"Opioid Use Disorder1,3,4",265,9.0,16.0,240,256,Pennsylvania
1801,Alcohol Use Disorder1,"1,102",31.0,190.0,881,"1,071",Pennsylvania
1802,"Substance Use Disorder1,2","1,779",75.0,333.0,"1,371","1,704",Pennsylvania
1803,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7",668,50.0,161.0,458,618,Pennsylvania
1804,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,"1,086",30.0,188.0,868,"1,056",Pennsylvania
1805,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7","1,559",67.0,295.0,"1,197","1,492",Pennsylvania
1807,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2",187,8,45,134,179,RhodeIsland
1808,Marijuana Use in the Past Year,229,11,63,155,218,RhodeIsland
1809,Marijuana Use in the Past Month,166,7,38,120,159,RhodeIsland
1810,Perceptions of Great Risk from Smoking Marijuana Once a Month,167,17,13,138,150,RhodeIsland
1812,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4",12,3,6,3,9,RhodeIsland
1813,"Illicit Drug Use Other Than Marijuana in the Past Month1,2",41,2,7,32,39,RhodeIsland
1814,Cocaine Use in the Past Year,20,0,4,16,20,RhodeIsland
1815,Perceptions of Great Risk from Using Cocaine Once a Month,621,38,75,509,584,RhodeIsland
1816,Heroin Use in the Past Year5,0,0,0,4,4,RhodeIsland
1817,Perceptions of Great Risk from Trying Heroin Once or Twice,779,44,98,637,736,RhodeIsland
1818,Methamphetamine Use in the Past Year,7,0,1,6,7,RhodeIsland
1819,Prescription Pain Reliever Misuse in the Past Year2,30,2,4,25,29,RhodeIsland
1820,"Opioid Misuse in the Past Year2,6",33,1,4,27,31,RhodeIsland
1822,ALCOHOL Alcohol Use in the Past Month,506,6,73,427,500,RhodeIsland
1823,Binge Alcohol Use in the Past Month7,228,4,49,175,224,RhodeIsland
1825,Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week,394,28,40,326,367,RhodeIsland
1826,Alcohol Use in the Past Month8 (People Aged 12 to 20),27,0,0,0,0,RhodeIsland
1827,"Binge Alcohol Use in the Past Month7,8 (People Aged 12 to 20)",15,0,0,0,0,RhodeIsland
1829,TOBACCO PRODUCTS Tobacco Product Use in the Past Month9,174,2,20,152,172,RhodeIsland
1830,Cigarette Use in the Past Month,166,1,15,150,165,RhodeIsland
1831,Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day,683,47,81,554,635,RhodeIsland
1833,"MENTAL HEALTH MEASURES IN THE PAST YEAR Any Mental Illness4,10",0,0,48,178,226,RhodeIsland
1834,"Serious Mental Illness4,10",0,0,13,40,52,RhodeIsland
1835,Received Mental Health Services11,0,0,32,152,184,RhodeIsland
1836,"Major Depressive Episode4,12",0,16,22,54,76,RhodeIsland
1837,Had Serious Thoughts of Suicide,0,0,15,25,41,RhodeIsland
1838,Made Any Suicide Plans,0,0,6,7,14,RhodeIsland
1839,Attempted Suicide,0,0,3,1,4,RhodeIsland
1841,"SUBSTANCE USE DISORDER AND TREATMENT Drug Use Disorder1,2",97.0,8.0,26.0,64.0,90.0,RhodeIsland
1842,"Pain Reliever Use Disorder1,3",18.0,1.0,1.0,16.0,17.0,RhodeIsland
1843,"Opioid Use Disorder1,3,4",20.0,1.0,2.0,18.0,19.0,RhodeIsland
1844,Alcohol Use Disorder1,103.0,3.0,20.0,81.0,101.0,RhodeIsland
1845,"Substance Use Disorder1,2",175.0,8.0,33.0,134.0,167.0,RhodeIsland
1846,"Needing But Not Receiving Treatment at a Specialty Facility for Illicit Drug Use5,6,7",79.0,6.0,24.0,49.0,73.0,RhodeIsland
1847,Needing But Not Receiving Treatment at a Specialty Facility for Alcohol Use5,104.0,2.0,20.0,83.0,102.0,RhodeIsland
1848,"Needing But Not Receiving Treatment at a Specialty Facility for Substance Use5,6,7",164.0,6.0,32.0,126.0,158.0,RhodeIsland
1850,"ILLICIT DRUGS Illicit Drug Use in the Past Month1,2","12,320",585,"2,712","9,022","11,734",South
1851,Marijuana Use in the Past Year,"16,596",916,"4,025","11,656","15,681",South
1852,Marijuana Use in the Past Month,"11,077",476,"2,615","7,986","10,601",South
1853,Perceptions of Great Risk from Smoking Marijuana Once a Month,"25,478","2,700","1,538","21,241","22,778",South
1855,"First Use of Marijuana in the Past Year among Those at Risk for Initiation of Marijuana Use3,4","1,121",339,534,247,781,South
